submission_date,submission_client,submission_asset,submission_service,submission_snap_time,submission_curr_1,submission_curr_2,submission_onshore_offshore_curr_1,submission_onshore_offshore_curr_2,submission_instrument_type,submission_tenor,submission_fwrd_conversion_factor,submission_value_source,submission_value_source_ref_id,submission_spot_reference_price,submission_mid_fwrd_outright,submission_mid_fwrd_points
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,3Y,100,,,429.7507993,469.8483459,4009.754659
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,4Y,100,,,429.7507993,483.1516765,5340.087722
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,5Y,100,,,429.7507993,497.3205731,6756.977378
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,7Y,100,,,429.7507993,524.7332639,9498.246462
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,10Y,100,,,429.7507993,568.6783709,13892.75716
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,15Y,100,,,429.7507993,672.1435525,24239.27533
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,20Y,100,,,429.7507993,791.2163814,36146.55821
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,25Y,100,,,429.7507993,933.8626321,50411.18328
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,HUF,,,Forward,30Y,100,,,429.7507993,1105.785451,67603.46521
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Spot Price,Spot,,,,150.5694949,,150.5694949
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,ON,100,,,150.5694949,150.569119,-0.03758284
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,TN,100,,,150.5694949,150.569119,-0.03758284
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,SpotNext,100,,,150.5694949,150.569119,-0.03758284
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,1W,100,,,150.5694949,150.5662396,-0.32553018
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,2W,100,,,150.5694949,150.561672,-0.782292
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,1M,100,,,150.5694949,150.5826232,1.31283555
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,2M,100,,,150.5694949,150.5492426,-2.025226965
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,3M,100,,,150.5694949,150.4944317,-7.506320925
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,6M,100,,,150.5694949,150.2328343,-33.66605582
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,9M,100,,,150.5694949,149.8657376,-70.37572669
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,1Y,100,,,150.5694949,149.3871773,-118.2317602
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,18M,100,,,150.5694949,148.3413474,-222.8147465
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,2Y,100,,,150.5694949,147.1940063,-337.5488604
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,3Y,100,,,150.5694949,144.4648981,-610.4596747
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,4Y,100,,,150.5694949,142.2733538,-829.614107
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,5Y,100,,,150.5694949,140.3372591,-1023.223581
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,7Y,100,,,150.5694949,136.7856632,-1378.383169
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,10Y,100,,,150.5694949,132.245718,-1832.37769
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,15Y,100,,,150.5694949,126.4785936,-2409.090128
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,20Y,100,,,150.5694949,122.7874164,-2778.207845
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,25Y,100,,,150.5694949,120.3278656,-3024.162923
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,JPY,,,Forward,30Y,100,,,150.5694949,118.6731847,-3189.631013
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Spot Price,Spot,,,,12.09852977,,12.09852977
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,ON,10000,,,12.09852977,12.09864007,1.102984817
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,TN,10000,,,12.09852977,12.09864007,1.102984817
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,SpotNext,10000,,,12.09852977,12.09864007,1.102984817
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,1W,10000,,,12.09852977,12.09920953,6.797569285
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,2W,10000,,,12.09852977,12.09983667,13.06896011
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,1M,10000,,,12.09852977,12.110374,118.4422935
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,2M,10000,,,12.09852977,12.1161601,176.3033272
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,3M,10000,,,12.09852977,12.12024026,217.1048979
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,6M,10000,,,12.09852977,12.13354209,350.1231816
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,9M,10000,,,12.09852977,12.1408425,423.1273051
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,1Y,10000,,,12.09852977,12.1483172,497.8743221
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,18M,10000,,,12.09852977,12.15800636,594.7659271
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,2Y,10000,,,12.09852977,12.170573,720.4322859
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,3Y,10000,,,12.09852977,12.22350995,1249.801767
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,4Y,10000,,,12.09852977,12.3016821,2031.52334
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,5Y,10000,,,12.09852977,12.39928437,3007.545998
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,7Y,10000,,,12.09852977,12.60221096,5036.811927
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,10Y,10000,,,12.09852977,12.87211424,7735.844745
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,15Y,10000,,,12.09852977,13.15816903,10596.39264
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,20Y,10000,,,12.09852977,13.29894415,12004.14375
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,25Y,10000,,,12.09852977,13.51972145,14211.91682
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NOK,,,Forward,30Y,10000,,,12.09852977,13.61523404,15167.04269
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Spot Price,Spot,,,,1.949797512,,1.949797512
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,ON,10000,,,1.949797512,1.949822483,0.249715411
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,TN,10000,,,1.949797512,1.949822483,0.249715411
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,SpotNext,10000,,,1.949797512,1.949822483,0.249715411
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,1W,10000,,,1.949797512,1.949962929,1.654172502
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,2W,10000,,,1.949797512,1.950139028,3.415159883
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,1M,10000,,,1.949797512,1.952193779,23.96267397
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,2M,10000,,,1.949797512,1.952956451,31.58939616
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,3M,10000,,,1.949797512,1.953713364,39.15852136
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,6M,10000,,,1.949797512,1.957600675,78.0316356
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,9M,10000,,,1.949797512,1.962078321,122.8080963
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,1Y,10000,,,1.949797512,1.967559567,177.6205508
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,18M,10000,,,1.949797512,1.981410304,316.1279193
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,2Y,10000,,,1.949797512,1.999795315,499.9780281
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,3Y,10000,,,1.949797512,2.036094704,862.9719192
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,4Y,10000,,,1.949797512,2.080658372,1308.608602
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,5Y,10000,,,1.949797512,2.128593189,1787.956772
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,7Y,10000,,,1.949797512,2.23061746,2808.199484
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,10Y,10000,,,1.949797512,2.404708947,4549.114348
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,15Y,10000,,,1.949797512,2.732085476,7822.879646
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,20Y,10000,,,1.949797512,3.177898984,12281.01472
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,25Y,10000,,,1.949797512,3.604900329,16551.02817
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,NZD,,,Forward,30Y,10000,,,1.949797512,4.090310579,21405.13067
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Spot Price,Spot,,,,98.95772043,,98.95772043
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,ON,10000,,,98.95772043,98.9782178,204.9737193
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,TN,10000,,,98.95772043,98.9782178,204.9737193
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,SpotNext,10000,,,98.95772043,98.9782178,204.9737193
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,1W,10000,,,98.95772043,99.10148639,1437.659676
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,2W,10000,,,98.95772043,99.24643157,2887.111477
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,1M,10000,,,98.95772043,99.88641391,9286.934881
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,2M,10000,,,98.95772043,100.3509458,13932.2539
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,3M,10000,,,98.95772043,100.9500553,19923.3489
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,6M,10000,,,98.95772043,103.036013,40782.92595
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,9M,10000,,,98.95772043,105.0654446,61077.24141
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,1Y,10000,,,98.95772043,107.0194863,80617.6583
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,18M,10000,,,98.95772043,110.5887995,116310.7903
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,2Y,10000,,,98.95772043,113.8444208,148867.004
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,3Y,10000,,,98.95772043,120.1018036,211440.8317
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,4Y,10000,,,98.95772043,126.198411,272406.9057
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,5Y,10000,,,98.95772043,132.3680097,334102.8925
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,7Y,10000,,,98.95772043,145.3548012,463970.808
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,10Y,10000,,,98.95772043,166.5625787,676048.583
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,15Y,10000,,,98.95772043,218.1312967,1191735.763
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,20Y,10000,,,98.95772043,284.7302552,1857725.348
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,25Y,10000,,,98.95772043,372.5071642,2735494.438
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,RUB,,,Forward,30Y,10000,,,98.95772043,487.1769492,3882192.288
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Spot Price,Spot,,,,12.04303599,,12.04303599
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,ON,10000,,,12.04303599,12.04297385,-0.621352977
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,TN,10000,,,12.04303599,12.04297385,-0.621352977
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,SpotNext,10000,,,12.04303599,12.04297385,-0.621352977
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,1W,10000,,,12.04303599,12.04252757,-5.084157685
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,2W,10000,,,12.04303599,12.04202266,-10.13330588
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,1M,10000,,,12.04303599,12.03308355,-99.52432841
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,2M,10000,,,12.04303599,12.03084974,-121.8624354
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,3M,10000,,,12.04303599,12.02707332,-159.6266657
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,6M,10000,,,12.04303599,12.00886031,-341.7567611
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,9M,10000,,,12.04303599,11.98568154,-573.5445174
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,1Y,10000,,,12.04303599,11.9568729,-861.6308648
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,18M,10000,,,12.04303599,11.88773123,-1553.047518
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,2Y,10000,,,12.04303599,11.82476903,-2182.669589
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,3Y,10000,,,12.04303599,11.74734126,-2956.947238
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,4Y,10000,,,12.04303599,11.71714047,-3258.955197
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,5Y,10000,,,12.04303599,11.71914583,-3238.901575
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,7Y,10000,,,12.04303599,11.76035135,-2826.846376
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,10Y,10000,,,12.04303599,11.89977791,-1432.580766
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,15Y,10000,,,12.04303599,12.30744358,2644.075945
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,20Y,10000,,,12.04303599,12.78196716,7389.311703
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,25Y,10000,,,12.04303599,12.99217985,9491.438657
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SEK,,,Forward,30Y,10000,,,12.04303599,13.09720925,10541.73262
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,,Spot Price,Spot,,,,1.821436965,,1.821436965
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,ON,10000,,,1.821436965,1.821449139,0.121742493
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,TN,10000,,,1.821436965,1.821449139,0.121742493
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,SpotNext,10000,,,1.821436965,1.821449139,0.121742493
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,1W,10000,,,1.821436965,1.821516733,0.7976797
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,2W,10000,,,1.821436965,1.821581311,1.443455157
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,1M,10000,,,1.821436965,1.823233576,17.96610888
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,2M,10000,,,1.821436965,1.823509134,20.72168701
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,3M,10000,,,1.821436965,1.82350235,20.653851
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,6M,10000,,,1.821436965,1.822943423,15.06457633
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,9M,10000,,,1.821436965,1.821365761,-0.71204081
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,1Y,10000,,,1.821436965,1.817907056,-35.2990872
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,18M,10000,,,1.821436965,1.813929001,-75.0796357
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,2Y,10000,,,1.821436965,1.811630206,-98.06759193
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,3Y,10000,,,1.821436965,1.813720073,-77.1689155
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,4Y,10000,,,1.821436965,1.820456628,-9.803367377
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,5Y,10000,,,1.821436965,1.829497317,80.60352039
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,7Y,10000,,,1.821436965,1.84033489,188.9792526
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,10Y,10000,,,1.821436965,1.879120114,576.831492
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,15Y,10000,,,1.821436965,1.940964544,1195.275792
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,20Y,10000,,,1.821436965,1.98177381,1603.368447
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,25Y,10000,,,1.821436965,2.02733297,2058.960053
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,SGD,,Offshore,Forward,30Y,10000,,,1.821436965,2.075443224,2540.062589
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Spot Price,Spot,,,,1.33605,,1.33605
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,ON,10000,,,1.33605,1.336052,0.02
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,TN,10000,,,1.33605,1.336052,0.02
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,SpotNext,10000,,,1.33605,1.336052,0.02
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,1W,10000,,,1.33605,1.33606,0.1
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,2W,10000,,,1.33605,1.3360695,0.195
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,1M,10000,,,1.33605,1.337178,11.28
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,2M,10000,,,1.33605,1.337201,11.51
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,3M,10000,,,1.33605,1.337055,10.05
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,6M,10000,,,1.33605,1.336252,2.02
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,9M,10000,,,1.33605,1.334951,-10.99
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,1Y,10000,,,1.33605,1.333301,-27.49
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,18M,10000,,,1.33605,1.331388839,-46.61160538
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,2Y,10000,,,1.33605,1.331609706,-44.40294497
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,3Y,10000,,,1.33605,1.335780992,-2.690084002
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,4Y,10000,,,1.33605,1.342804866,67.54865517
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,5Y,10000,,,1.33605,1.351956841,159.0684082
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,7Y,10000,,,1.33605,1.375172246,391.2224567
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,10Y,10000,,,1.33605,1.412289612,762.3961201
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,15Y,10000,,,1.33605,1.486680553,1506.305531
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,20Y,10000,,,1.33605,1.56958508,2335.350803
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,25Y,10000,,,1.33605,1.638623676,3025.736759
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,USD,,,Forward,30Y,10000,,,1.33605,1.701053235,3650.032354
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Spot Price,Spot,,,,21.22816444,,21.22816444
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,ON,10000,,,21.22816444,21.23115642,29.91980439
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,TN,10000,,,21.22816444,21.23115642,29.91980439
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,SpotNext,10000,,,21.22816444,21.23115642,29.91980439
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,1W,10000,,,21.22816444,21.247763,195.985605
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,2W,10000,,,21.22816444,21.27235264,441.8819923
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,1M,10000,,,21.22816444,21.34458949,1164.250484
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,2M,10000,,,21.22816444,21.42563732,1974.728852
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,3M,10000,,,21.22816444,21.50318704,2750.226
11/30/21,Credit Suisse,Foreign Exchange,Vanilla,London 4 PM,GBP,ZAR,,,Forward,6M,10000,,,21.22816444,21.75389684,5257.324027
